channel_title,views
الطبيب العسكري,123037
العالم,432031
العالم بين يديك,1346363
العمق المغربي,81643
الفنون الذهبية,541267
القاهرة والناس,962925
القلم الدهبي golden pen,494082
القناة الرسمية للفنان فايز قزق,705074
القناة الرسمية للفنانة زينة بارافي,2043940
الكرة العالمية TV,363489
الكورة حياتنا,4113458
اللجوء في المانيا,35999
المحترفين المصريين بالخارج,271438
المربد - إضحك مع محمد قاسم,1476627
المعلم غدير HD,253583
المعلم مرتضى,52920
النشرات الإخبارية,235573
النـهـري - NSN_199,2100850
الواقع /Réalité,26873
اهداف وملخصات,2718961
باصي لـ صلاح,2018138
بث مباشر,352762
بذرة طريقك للمعرفة,136254
برامج ++ Baramidj,773671
برامج 2M,51149
بلا قناع bila-kinaa,125456
بوابة الفن,3827367
بوووم,48030
بيباكس bibex l,3712472
تحيا الجزائر,997995
تركيا اون لاين Turkey Online,43156
تركييتنا - bizim Türkiye,406608
تقنية العرب - Youssef Wael,480938
تلفاز١١,3571749
تلویزیون اینترنتی افغانستان,36341
تلویزیون اینترنتی افغانستان AFGHANISTAN Internet TV,56024
تنظيم البيت مع منى,64052
تيفي ماروك/ Tv Maroc,109549
تی وی پلاس,22540
ثقف نفسك,2263839
ثواني ألمانية مع إلهان,82713
جديد الاخبار نيوز,700377
جنجالی,76798
جولة في بيتي jawla fi bayti,191621
جيفارا العلي - givara alali,297206
حلويات أسماء asmae sweets,81168
حلويات و مملحات halawiyat safae,28968
حليمة في البيت,376056
حول العالم 2,437706
خطوة,219684
خواطر ألمانية -Khawater Almania,7357
خوك أنا,1865800
دروس الماني,4453
دوربین مخفی فارسی,11916
ذوق و مذاق مع ابتسام,25480
راشد آل قنيعير,12004
رصيف المغرب / Rasif el Maghrib,71023
رضوان TV,642532
روعة كرة القدم,1404248
زاد المعرفة,1310639
زرق ورق | Zark Wark,262515
زكية أم نزار om nizar,40482
سؤال - Question,3716678
سامحيني Samhini,278041
سامحيني beni affet,2109563
سامحيني الجزأ 7,637967
سحر كرة القدم,11698
سلمى أحمد,388136
سوشيال ميديا,199418
سياسي معمم,448940
شؤون Affairs يمنية Yemeni,1469655
شؤون مغربية,695380
شاشة الواقع المغربي,551095
شام الاصيل,1066884
شاميانا للإنتاج الفني Shamyana Art Production,332620
شاهد تفي/ ShahidTv,52353
شبكة الشرق الاوسط و شمال إفريقيا 244k,479056
شبکه تصویری ایرانیان,1226418
شطاري تيفي - Chttari Tv,152371
شــاهِد Shahid,178787
شكلك مش غريب,827684
شنو واقع,216841
شنو واقع - Chno wa9e3,752370
شهيوات نينا Recettes Faciles,4708
شوارع الجزائر Algérie I,376849
شوف ؟,233401
شوف ديزاد Chouf Dz I,64972
صدى النجوم,135266
صلوحي تيفي-Salouhi TV,735035
صنع في الجزائر,716341
طبخ ليلى tabkh leila,810282
عالم الكرة - Koora World,1761725
عالم غزلان,322549
عالم غزلان / World of Ghizlane,66308
عبدالله الشريف Abdullah EL sherif,536683
عراق فاملي-iraq family,249031
عرب نيوز/ Arab News,914156
عربي - Aarabi,81900
عروبي في ميريكان شفيق العمراني,49069
عشاق الـ koora,29046
عصومي ووليد - Assomi & Waleed,362085
علال18,135676
علی بروکس,44037
عين الكرة العراقية,588718
عيونك,843336
فاس نيوز fesnews,146783
فافانابولي,423709
فالوجه _ FELLWEJH,1309019
فضاء المعرفة Knowledge space,3141797
فضاء صفاء - Safa's Space,74004
فطبولكوا,664433
فنون وعلوم,1610238
فوشيا,1271465
فيديو ديزاد / video Dz,2165277
فيديوهات شابة جزائرية,252514
فيروزيات الضيعة AN,29161
قصص من الواقع المغربي,130415
قلوب _ hearts,583313
قمر روسيا Russian moon,27406
قناة  أزهري الفضائية,42278
قناة أخبار الفن - Celebrities News,1528069
قناة أمين نزار| Channel Amine Nezzar,64847
قناة أوبلال OUBLAL,237714
قناة التحدي VS,104421
قناة الجوهرة,999168
قناة الجوهرة News,132430
قناة الحكيم,85379
قناة الشرق,337348
قناة الصحيفة,467028
قناة الظفرة,2632514
قناة المجلة,1010610
قناة المجلة الوثائقية,113479
قناة المحترف | Almohtarif channel,457665
قناة ترفيهية جزائرية,140420
قناة تيمواسيوين,785412
قناة زينة,210056
قناتي my canal,118419
قناص الملاعب,3416837
كفاح - kifaa7,3180772
كل شيء,1465392
كورة كول_ kora cool,602579
كورة مزمزة,159187
كورة وبس,218007
كوكب الاخبار,86878
كوكب الفن Planet ART,119591
كوكب المعرفة,7365278
كووورة بلس foot plus,38570
كووورة مغربية وعالمية,404120
كي تعرف أكثر,198993
كيفية - KayFiiya,227417
لبنانى,240325
لقطة LAQTA,193670
للمدريديستا فقط,882941
لوك لوك,603349
مازن القاطوني Mazen AL-Qatouni,16564
ماوكلي,352548
مباشر,1587097
متع عقلك | رياضة,1849661
متعة يومية,498140
مجرم كورة HD,1808804
مجموعة انسان,269844
محمد المهاجر,3412670
محمد المهاجر 3,707742
محمد حمشو معمو,22609
محمد مشرف,459240
مربوحة Marbouha TV,1491803
مزمز كورة,7038367
مسلسل تركي/ Turkish Series,362534
مسلسلات قصة عشق,158352
مسلسلات واعلانات تركي,153425
مشاهير Top,340459
مشاهير و نجوم,667657
مصارعة  المحترفين,1373390
مصر لايت - Egypt Lite,619297
مطبخ رجاء cuisine rajaa,31243
معلومة l رياضية,857813
معلومة l كروية,8008916
مغربي في برشلونة Vlogs,75062
مغربيات,194652
ملوك اللعبة,320548
منوعات,7190077
منوعات ثقافية,570451
منوعات عربية,1503080
منوعات فنية,765710
موقع الواجهة,256396
ميدان الأخبار,105060
ميديا العرب,480413
ميديا مصرية,1308724
ناريز I NAEIS,13755113
نجوم الوطن العربي,136815
نحبك يا المغرب,361801
نصائح وإرشادات مجانية,40720
هبة الطباخة الصغيرة,162004
هل تعلم ! Did you know,853387
هنا الجزائر / kalid,834786
هنا الجزائر / بث مباشر 2,122509
هيدا حكي Hayda Haki,300828
وبلاگ هاتی پاتی HotiPoti,23751
وردنا الأن,26861
وصفات زينة,62355
وصفات هندوشة Recettes  Hindoucha,841934
ولاية بطيخ | Melon City Show,2558595
وَلدْ الشَّعبْ أونْ لاَيْنْ,3282160
يوتيوب كورة - YouTube Kora,626309
ٌRik Ben,254450
ٍVideo World,977212
ُTop 10 Farsi آشنا,65302
کانال سرگرمی و ورزش فیلم سینمایی و آموزشی,20343
घरेलु देसी नुस्खे Gharelu Nuskhe Hindi,864318
जय माँ वैष्णो देवी,1745700
भक्ति,3763509
वास्तु उपाय,239881
संजीवनी बूटी For Long Life,9055150
জীবন-সমস্যার সমাধান,73191
ഖല്‍ബാണ് ലീഗ്,106292
വിശ്വാസം അതല്ലേ എല്ലാം,2703826
กระบือน้อยคอยรัก,212989
คลิปเด่นวันนี้,572578
บอลไทย ปู๊น ปู๊น - The Ultimate,200559
บัง ชาน,975826
สํานักข่าวไทย TNAMCOT,242488
เรื่องเล่าเช้านี้ บีอีซี-เทโร,5007307
โหนกระแส (Hone-Krasae) Official,9922674
ไหทองคํา เรคคอร์ด,3050693
ไฮไลท์จัดเต็ม& เมสซี่ ชาน,215957
ไฮไลท์นายลูกเจี๊ยบ Gen.2,932381
კვირის ვიდეო,260943
ლ,1391667
ღ 소원,14462
ღ비니,29450
ჭკვიან გადარეულები,36350
ᄋ ᄋ,12542
ᄋᄇ,62743
ᄏᄃᄏᄃ코딩TV,22650
ኤርትራዊነት,56291
ዶች - ትግርኛ Deutsch - Tigrinya,3239
Ảo Chiến,745475
†HinoMori†,20838
†Katherina PullipLove2.0†,3316
†Дарья Хаус†,3445
†СТРАШНЫЕ ИСТОРИИ ОТ ВОРОНА†,41522
• Köln 50667 • Clips •,717634
• Köln 50667 • Videos •,2464646
• Сильно сказано •,98764
•Dark Moon•,14739
•Smile Comics•,13726
•ZONA RAYADA TV •,12585
•Голубая Star•,54126
▶Ecobrisa Manualidades con Reciclaje,49883
★ Jenya Geyn,18462
☆BaseBall Library１☆,137543
☆te-chan☆,9863
♡IsabelVlogs♡,80625
♡heartfull,12342
♥ المغرب أبو الدنيا ♥,737007
♥️♠️物述有栖♦️♣️,57941
♫НеаДекват Records♫,31435
✪ bddaniel ✪,222983
、エーモンド,1327
。 지뉴 [ 남자에요 ],22298
。か.ねこあや,595046
。りんご,79175
。ゴーレム,5512
。パンダじゃねえよ,604917
《あつし》 Channel,735357
《あつし》Channel,1992720
《あつし》と猫ズのさぶちゃんねーる！,182030
《にじさんじ公式》モイラ,312568
《にじさんじ所属の女神》モイラ,84999
《のまさんちは4人家族》 DIY道楽 テツ,15353
《偶像练习生》2018,145985
「 GorillazZ 」,4486
「KING AMUSEMENT CREATIVE」公式チャンネル,28011
「THE FACT」 マスコミが報道しない「事実」を世界に伝える番組,31930
「¡ŞķýŻę Art's™」,1257
「ゆるゆる動画」大家族 石田さんチ,51062
「タヌキとキツネ」公式YouTubeチャンネル,1744352
「週刊文春」公式チャンネル,2387720
『Readyyy!』プロジェクト公式,17574
『戯ちゃん。』覆面美容オタク,59630
【 グルメチャンネル 】うまいもんTV,28732
【Channnel *国会政治*】,58148
【JindaRK】,249667
【TAKEO】たけお,12073
【THE WORK OUT】北島達也 公式Youtubeチャンネル,3729
【いじりネタ系youtuber】よりひと,2302421
【えだのふぁみりー】たむせぬ,589066
【オンエア!】宝石が丘学園放送部#,4858
【コンサルユーチューバー】「法令遵守」「セキュリティ」「ICO資金調達」経営コンサルタント・中野裕二,7757
【ニコ生】七原くんミラー,17453
【レペゼン地球】公式,2118485
【レペゼン地球】曲チャンネル,1373106
【ワンピース】ぺろりん考察団♪,53143
【公式】96NEKO-SUB-CHANNEL,62861
【公式】DMMぱちタウンch,514893
【公式】GARO PROJECT ー牙狼シリーズー,14811
【公式】_24/7ワークアウトS,6370
【公式】よしもと芸人出演トーク番組「よしログ」,19151
【公式】オッズパーク,2140
【公式】スクフェスチャンネル,171470
【公式】ブレイブフロンティアチャンネル | Brave Frontier Official Channel,90057
【公式】マジマジョちゃんねる,47615
【公式】竹田恒泰チャンネル,569531
【卓球動画】Lili Ping Pong Channnel,3568
【原付女子ライダー】ことアムルナ,7429
【文字おこし】 声豚TV,18891
【斎藤一人】100回聞きシリーズ,4707
【毎日21時投稿】ひらてち,82279
【海外の反応】世界の気になる話題ウォッチ,120693
【海外の反応】世界も賞賛!日本がさらに大好きになる感動,240184
【海外の反応】氷上の天使,17119
【深夜のSS】ケダモノさんの夜のお仕事,34103
【超絶底辺YouTuber 】 teccune0523,3395566
〜SUMO Channel〜大相撲って本当に良いものですね,84333
あい,70949
あいかわ,895579
あいらぶふまそう,26566
あいり,178674
あかほねライダー,5449
あきチャン准教授の FX研究室,12119
あしあと,102317
あす あす,158052
あだち足立康史,4569
あっくん大魔王,20029
あっちゃん,2199
あっちゃん☆ねる,2253
あつの裏,117894
あなたのエンタメ,1995038
あなたの芸能トレンドちゃんねる,254845
あなん 世界の反応 日本の話題 チャンネル,179009
あの人は今ちゃんねる,56647
あはれ!名作くん,174943
あほの坂田。,132336
あまり驚かないガッチマンはホラーゲームばかりやっている,174765
あむちゃん,24601
あめちゃん母ちゃん by Zf003971,76763
あやぷーTV【バイクと趣味のYouTube】,5407
ありがとうぁみ [怪談ぁみ語],6979
あるてぃめっとよにん!,63543
あれす,57789
あわつまい,16199
あんこ餅,17215
あんてな速報芸能,4977082
あんまん,4394
いくたどーーん！！,31458
いざ鎌倉,102798
いちごななせ,15313
いち이치,14942
いっのー,13497
いばキラTV - IBAKIRA TV -,87238
うかるか in KOREA우카루카,28228
うぎょ,79016
うさぎ,16959
うさぎARMY 動画,103711
うさミミcraft,5853
うた,6866
うたプリ文字起こしch,18697
うにちゃんねる,6536
うまちゃん,10217
うるとらますた,5842
うるら#ゆっくりベイブレード実況,33793
うんこちゃん 切り抜き集,4331
うんこちゃん録画保管庫,7733
えいじふたたび,72327
えっちゃんねる/悦子,842276
えっちゃん悦子,787191
えぬさる,18344
えぬーんちゃんねる,15365
えぼら,11552
えむれなチャンネル,1319182
えるこんちゃんねる,4002
お に ぎ り,164588
おいしいチャーハン,6615
おかわりぷれ〜と。,5659
おかチャンネル(Okachannel),969515
おこさまぷれ〜と。,17237
おさるのジョージ,23082
おすし,23058
おなさる,70551
おのだ/kankeri02,4896
おはよう,10932
おまめサンシローTV,170977
おめがシスターズ [Ω Sisters],25818
おもしろちゃんねる,8978
おもしろラジオ２,85790
おやすみなさい,4453
おるたなChannel,3882972
おるたなメイキング,151073
おるま,15649
おデブ77,11226
お楽しみちゃんねる,567030
お笑いBGM! 眠れる THE MANZAI,4395
お笑い好き,146127
お茶ウケチャンネル,22250
お茶ウケチャンネル2,367789
かおるひでちゃん,30232
かきくけこ乃木坂46,153740
かけこみ人生相談,18945
かご猫 Ｂｌｏｇ,53287
かじまっくチャンネル,2887
かす,328952
かめ,181852
かんだま劇場,326024
かーじゅるーちゃんねる,14880
がみ,17266
がんばれ七原くん,18245
きっと、よくなる日本列島,7427
きぬちゃんねる,106352
きまぐれクック,7739072
きまぐれクックのサボり場,3908193
きむごま,29150
きょうの JP,4212
きょんくま,977017
きょんくま ペット,535836
きらきらアフロ Pham,19035
きりかり,6779
きりたんぽ,429599
きんぐー,4656
ぎこちゃん,135569
ぎゅほん,226931
くつざわ亮治NHKから国民を守る党2,21278
くまみき/Kumamiki,133936
くみちょーT,10342
くもむら,33375
くりぷてぃっく,5436
くるまにあK,2328
くるり,92407
くんはす,423296
くーねる,7639
くーチャンネル,3079
ぐさお / Gusao,153263
ぐさお/Splatoon2,97681
ぐっちの部屋(ミラクルぐっち),276597
ぐにすけちゃんねる,92155
けだる,12487
けもみみおーこく国営放送,481344
けやき坂46動画 by K.46nerd,4973
けやしろー,13306
けんちゃんねる/TFS,88848
けーてぃーじー KTG,4561
げっち。,21189
げんじ/Genji,123931
こうちゃがーでん,9854
ここが芸能界,1798599
この世界歩んでこう,624947
この素晴らしいアニメに祝福を!,15242
こぱんだわーるど,14634
これホントかも,541419
ころな Corona Games,104658
こんちゃん,29073
こーく-不透明-,53578
こーすけ(最終兵器俺達),134323
こーへい【KOHEY】,42455
ごはん、うんこ,70693
ごまだんごの怪奇なチャンネル,33211
ごみくずサブ,29754
ごみくずニートの人生,1842102
さぁや saaya,387756
さかもとだいすけ,14705
さくぱん,8372
さくら芸能ちゃんねる,12988
さとちんTV,95080
さとちんゲーム,57573
さなちゃんねる,97427
さなっち,270925
さぼりch（サブ）,10133
さぼりｃｈ,63792
さむらい情報局,240857
さよドラ,277180
さる～いん,9109
さわけん（おっさん英会話）,158293
さんきょうだいわらび,2704
さんくーる,419331
さんこいち,2859912
さんさんmama,6660
さーや,20137
ざーいか,143389
しあわせくまさんチャンネル,23742
しきしまりょうじ NHKから国民を守る党,9103
しばなんといっしょ!,803182
しばなんチャンネル,1774276
しゃけ,10072
しゃむちゃんねる,7934
しゃーちゃん,7651
しょうじ,64793
しょー,615518
しんえもん,20110
しんのすけ,153296
すごいぞ日本！【海外の反応】,169534
すしらーめん[2nd],297200
すしらーめん《りく》,3682694
すず。,15442
すぼうとれい,12134
すみす,12396
すーぱーてんちむ/むち子,94374
ずっしー 耳コピアレンジマン,13414
ずばり！論客チャンネル,51491
ずんずんGames,142198
せいや,6012
せぶっちゃん,5453
せぶーん/dgsseven,22245
そこまで言って委員会NP,66589
そこまで言って委員会NP-iinkai2,4219
そらめ-sorame,18514
それ乗り競馬TV,24880
そろがみ/Sorogami,143540
たいがぁす!,5611
たいちゃんねる,2603
たかし,35770
たくっち,537790
たこ焼きチャンネル,148650
たすくこま,598903
たっくんTV,56605
たっくーTVれいでぃお,3819898
たっつー変人人推し,204894
たべしなに。Dracöが,32624
たまご,5412
たむ図鑑,2992
たん たん,56555
ちえとく,38409
ちなあやな,75306
ちはやYTS3,91942
ちびかばクッキング,14474
ちびかばクッキング Chibikaba Cooking,117459
ちむ,85679
ちゃあ/chaa's,58606
ちゃま ちゃま,31133
ちゃんねるばい,321881
ちゃんねるましろい,8870
ちゃんねるみざ,25737
ちゃんみチャンネル,358701
ちゃんレモン,1997549
ちょこるり chocoruri*,45997
つちのこ ゲームズ,14788
つばきファクトリー,41252
つばめンティンーtsubamentienー,122631
つるなか,1649961
てきとう太郎,794806
てぶくろ,6734
てん てん,11413
てんちむCH/ tenchim,1254581
でけたーの先生2,45895
でちゃう! WEBちゃんねる,628698
でんでん,1970601
でんぱ組.inc,257485
でーひー,120831
とある漢のチャンネルもこう,60074
とぎもちセカンドチャンネル／토기모치2,149957
としみつ東海オンエアの,35101
とちテレアニメ,206750
とどろきレビュー,8217
とらいあんぐる,39705
とろんぼーん,1235971
とイベント日本ニュース,62168
なうしろ - GameWith,1512027
なかのひと放送局,155874
なかむ【ブランド古着 Brooch】,26058
なっちゃん【なつましhouse】,7754
なっつんnattsun,8890
なつましhouse,98108
ななとGames,80608
ななチャンネル,222102
なのかまの,583204
なべさんのチャンネル,8120
にのいち,22769
にほん にっぽん 日本ちゃんねる,16141
にゃんこさん,31835
にゃんねる,317916
にんにん『他人の不幸はみつの味』,13859
ぬー,15354
ねこてん配信垢,56233
ねこのせいじ,15797
ねこらぶ,562174
ねずみくん,39310
のぎお乃木,587769
のぎけやTV,9182
のぎちゃんねる,552415
のびのびチャンネル,20246
のみのみ話題チャンネル,45257
のらきゃっとチャンネル,60096
の木檸檬,2478
はいえな,2988
はいじぃ迷作劇場,5146512
はじめしゃちょー2 (hajime),572286
はじめしゃちょーの畑,6304056
はじめしゃちょー（hajime）,20138735
はっちゃんねる,652340
はとらずチャンネル,31324
はなお,1912212
はなおの日常.,43848
はぴすぽTV HD,11658
はぶてるカープ,10194
はみだし芸能ちゃんねる,332415
はらぺこツインズ,851284
はるあん,32713
はるのハルハルちゃんねる,32849
はるやま,163450
ばしこ bashiko,5181
ぱぱえもん,8057
ぱみり。,31963
ぱんだしゃん,15191
ひ,12356
ひなた,20078
ひのき猫,136956
ひまつぶ総会,294956
ひもの主婦,2796
ひりこチャンネル,27650
ひろゆき&ホリエモン,3562
ひろゆき&芸人 大好き!,3642
"ひろゆき, hiroyuki at Youtube",128330
ぴくとはうす,80772
ぴたにゃん,14195
ぴよちゃれ!ろこ/キジ彦,49544
ぴんふ,233297
ふむふむ48にゃんこ,9259
ぶなっきぃ,15618
ぶよ副社長,1779495
ぶるちゃん,27644
ぷあたん FIFA/ウイイレ,211948
ぷあたんFIFA / ウイイレ,527184
ぷいぷぷお2nd,1918
ぷに ぷに,10765
ぷらす NPB,444623
ぷろたん日記,1934548
へきトラの留置場,993879
へきトラハウス,12838698
へたっぴゴルフ研究所,8192
べリー,9884
ぺん ぺん,283495
ぺーりさ,358643
ほしのこ CH,110104
ほすちる「Host children」,46886
ほねとこころの癒しの先生,11526
ぼくの芸能ちゃんねる,159970
ぼんちゃん,168549
ぽく ぽく,8017
ぽこにゃん,67933
ぽちのDIYチャンネル,6267
ぽてとチャンネル,179925
ぽにきゃん-Anime PONY CANYON,1462213
ぽむ,10715
ぽん ぽん,4723
ぽんちゃんねる,29465
ぽんぽんにっぽんちゃんれる,445974
ま ま,6425
まあたそ,633328
まえちゃんねる MAECHANNEL,142308
まえのん,121677
まこと。,91678
まっつん,4054
まと まと,4323489
まとめ,33614
まどねす !,129388
まねきケチャ公式,61689
まふまふちゃんねる,1240351
まみこ部,506351
まみのニュースちゃんねる,1188635
まめへち,797309
まゆ,20074
まゆだるま,48938
まる まる,20282
まるいくせ,142092
まるかんアプリ,123292
まんが・アニメSSチャンネル,2976
まーさんガレージ/Ma-san Garage,781254
みかん,14144
みきママChannel,62987
みさわ,1309577
みざ,297410
みざりーちゃんねる,22931
みずにゃんちゃんねる,200045
みなみ みなみ,29494
みほちゃんねる/新井美穂,12779
みむ,6974
みやゆう,54658
みんなが知らない政治経済,32098
みんなで語る芸能情報!!,6820
みんなの人生相談,4390
みんな大好き乃木坂46,29976
みーこ,67111
むじょっくすTV,136850
むるおか君のガチサブチャンネル,56557
むるおか君の徒然なるままにガチ実践!,991929
めしを食ったり作ったり Eating and Cooking at Japan : ),3438
めろちん/melochin OFFICIAL,23420
もえりんちゃんねる！,935516
もぐもぐアルトリア,12854
もこうの実況,249973
もちのアートエボ,429110
もちひよこ,54725
もっと知りたいワダイ.,53770
ももと天 Momo and Ten,346083
ももクロシアターZ,29462
ももチャンネル！ by ながおかHR420,2899
やせい,5133
やまが札幌,5556
やまだちゃんねる,1310499
やまなみハイウェイ観光連携協議会,80633
やまチャンネル,247257
やわらぎ暇つぶしチャンネル,9914
やん。かの,114141
ゆうこりん,51942
ゆうじ,153849
ゆうやみんぞく,73670
ゆうやん-_零___,4825
ゆかちぃの気になるにゅーす,2470053
ゆきや,36517
ゆきりぬ,2175979
ゆじ/yuzi,9154
ゆっくりK,36153
ゆっくりかよ,101206
ゆっくりちゃん,3656
ゆっくりロングタイム,59268
ゆっくり実況者星の丸冬,8791
ゆっくり漫画ウミサチリガヤ,25589
ゆづマミ,7571
ゆなちゃんねる,194888
ゆめ,27395
ゆめまる美術館,19347
ゆら ゆら,9237
ゆらり〜。,18558
ゆりいちちゃんねる,170003
ゆりみんチャンネル,356095
ゆるりるチャンネル,21730
ゆんあ,3739
ゆんちゃんねる,238570
よいチャン,74368
ようつべ,13097
よきき,718474
よさこいバンキッシュ,1684486
よしなま,133389
よしもとミュージックエンタテインメント,10434
よしもと大阪芸人チャンネル,19023
よっち,85394
よりひと 【いじりネタ系youtuber】,46490
よんわり あたる 競馬予想,51614
らいおんきっず,18293
らいんちゃん,3680
らじおらじおチャンネル,52714
らせあせ,152266
らびっとマーケット,67680
らむめろ,759821
らんたいむ[runtime],846837
らん랑,25011
りあちゃんねる,18526
りえ ::: unicorn in the mirror :::,12564
りくChannel ☆ Riku Channel,23203
りっきぃの夜話,11092
りなてぃん・ほくてぃんカップル,9057
りむるのゲームらぼ,6315
りょうずいん,10264
りょーじ's PokemonGO movies,7771
りりバイオレット,213103
りんかっち/Rin katchi,102215
るこ* ちゃんねる,8260
るりいろChannel,38697
るん るん,52785
れいでぃお たっくーTV,1189370
れおちん（reochin）,4123
れおーね/TWICE-Rᴇᴏʀɴᴇ,58617
れーと先生RATE VFX,491417
わいどチャンネル,19066
わいわい,179042
わかみ,7559
わくわくらいん,387824
わくわくプロジェクトチャンネル,57619
わたあめ ん,43607
わっきゃい,5035
わっきーＴＶ,91961
んがだいすきわたしはにほ,27951
アイ★チュウ チャンネル,13273
アイチューブ,38278
アイティメディアねとらぼ,72156
アイディアファクトリー,45066
アイデンティティ田島・見浦,190545
アイドルテレビ,61381
アカネキカク,277774
アカリン家 （あかりんち）,67965
アサヒグループ公式チャンネル,9854
アザール,15331
アシタデザイン,2704
アシタノワダイ,3520290
アズールレーン,14561
アソカピラー,7136
アタシの恋バナナ,32205
アップデートワイス,109930
アナザーエデン 時空を超える猫【公式】,61120
アナタシア,20903
アニゲーチャンネル,1623577
アニプレックス,2124420
アニメ MX,72710
アニメOP当時のネットの反応,6515
アニメ「猫がくれたまぁるいしあわせ」公式,129826
アニメでhappy!,83663
アニメニュース,28088
アニメベスト,641080
アニメ最高の,330104
アニメ袋,650039
アニ・アッカーマン,7331
アバンティーズ,1600568
アパッチのおたけび,718603
アプカミ,129269
アベル - Abell ch,30018
アマテラス放送局,343516
アメトーーク Tv Ashahi,4234
アメリカンズパニック Americans panic,19541
アラシ,34490
アワードアニラジ,37563
アンジュルム,128944
イケメンLê Thục,215221
イッテQ,642902
イッテQ 2018,30646
イヤーエステサロン Villalo～ヴィラロ～,53388
イワンくん,200480
インテル,869340
インフィニット 株式会社,8105
イーリス,30161
ウシオソuzioso,9375
ウタエル utael,880782
ウパ様,92741
ウマヅラビデオ,1932289
ウラッキープラザ,77074
ウラネタ情報,191537
ウルシダックス,9493
エ.com（エド）,316146
エグスプロージョン チャンネル,74846
エスポワール刑務所,450080
エビ中のエビちゃんねる!,98438
エボルエボルト,421344
エムエム,1596
エリポン チャンネルTV,25350
エルEL,568371
エンジョイまきやん38yotti,19837
エンタステージ2,35888
エンタメDEEP,1599833
エンタメPON,165279
エンタメさん！,378930
エンタメすぷりんぐ,3490752
エンタメちゃんねる,25086
エンタメちゃんねるR,490473
エンタメをあなたに,22559
エンタメトークちゃんねる!,5115
エンタメニュースペンギン,194180
エンタメペンギンJP,407029
エンタメリアル速報,214633
エンタメ広場,89617
エンタメ面白裏話,58535
エントレ 演劇動画チャンネル,62930
エンドくん。,11533
エース芸能ch,77791
オサミンティヌス3世,222254
オサムのうた,151725
オトナのEveEve Girls,29613
オパシの実況チャンネル,156039
オヒロ4,367038
オフサイドトラップ,22005
オメガライダーZ,218352
オモシロクン,279060
オリンピックお兄さん,55139
オレ的ゲーム速報FX投資部,330574
オレ的ゲーム速報JIN FX投資部,489995
オードリー,13864
オードリーANN1,4888
オーブ77,534488
カイトです,249918
カエルかちょー,7764
カケコミ相談アワー,16965
カスタムにゅーす＆カー,9032
カスタードゲーム実況,14853
カズゲームズ/Gaming Kazu,217128
カズチャンネル/Kazu Channel,2901442
カズ飯/Cooking Kazu,737855
カタクリ,433338
カノユウ先生,2068680
カブキンの素顔 【すがチャン】,17086
カミヤマライトゲーム,5042
カメラの学校,5567
カメラマン女子,32866
カリス,19218
カリスマブラザーズ,2771717
カレンがお届け!HOTな話題,14520
カレンがお届け!大谷翔平ショータイム,78158
カワウソちぃたん☆,24448
カワザイルch,22717
カワラバンです。,330817
カンテレchannel,80368
カープオガディン,14064
カープチャンネル,88245
カープ応援チャンネル,22669
カープ情報局プロ野球,5380
カーライフナビゲーターabetomo,24630
カール,119042
ガキ使,36482
ガーリィレコードチャンネル,52659
ガールズphoto,3176
キクリョウTV,67473
キコノヒト,9514
キットチャンネル,183775
キニナル2chch,419802
キノフィルムズ,58907
キムダTOFU,70914
キャベツ芸能ch,106849
キヤノンマーケティングジャパン / Canon Marketing Japan,61835
キヨ。,982474
キラ (kira),51148
キラリ!エンタメ,1349933
キラリ日本【海外の反応】,79617
キリン【考察系youtuber】,61932
キリンビバレッジ,265502
キリンビール / KIRIN BEER,9596
ギャガ公式チャンネル,23566
クイズで暇つぶしちゃんねる,26008
クソワロTV 【腹筋崩壊顔面爆砕動画】,255829
クビでも億り人 /仮想通貨セレブ大木,2994
クマクマパンチTV,15391
クララゆっくりchannel,7810
クリス,44813
クリスの部屋,4740
クリックサッカー,6670
クリミナルゴシップch,416120
クルマで遊ぼう! 大井貴之のSports Driving Labo.,2775
クレイジージャーニー 2018,635337
クレイジージャーニー crazyjourney,115082
クレーンゲーム専門チャンネル,120663
クロマメディア,265876
クロムサファリ,18625
クローバーチャンネル,2032991
グエンハイ,15498
グッとくるチャンネル,138901
グッスマチャンネル,50487
グランブルーファンタジー公式チャンネル,202555
グリコ公式Glico Japan,1243957
グレープ好き,32211
ケイタByゼロイノベーション,28726
ケニチKENICHI,69023
ケヤキノギザ,10596
ケリン,68785
ケースタチャンネル,13604
ケーブルプラス｜KDDI株式会社,9482
ゲイノウノミカタ,274231
ゲスの極み乙女。Official YouTube Channel,102648
ゲッサンch,80753
ゲロンカステル,13578
ゲーマーズトトP,3692
ゲーム・エンタメチャンネル,11217
コカ・コーラ,9847
ココロマンちゃんねる,63595
コジキブルー,13017
コスメヲタちゃんねるサラ,302260
コダワリッチ芸能レポート,438417
コバさん,4824
コピペ漫画館,4156059
コミック2018,65005
コミックフェスタアニメ公式チャンネル,18406
コメント付き淫夢ひでし,6913
コレコレチャンネル KoreTube,1740645
コロコロチャンネル【公式】,301927
コロン BB,47130
コンシューマ - マーベラス公式チャンネル,139833
コンテンツセブン,2383
コンテンツハンター,60441
コーエーテクモChannel,313337
コーポラルザーン,2074
ゴウキ/Gouki BOOK,1932138
ゴシップモンスター,57765
ゴシップ砲,549850
ゴッドハンドムービー,5414
