,video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description,country
29048,ykYONkF_1FA,18.14.05,[홍익인간 인성교육] 7385강 삼계인과 개시타사(三界因果 皆是他事),jungbub2013,25,2018-05-13T21:00:01.000Z,"정법|""정법강의""|""진정스승님""|""즉문즉설""|""천부경""|""정법시대""|""정법클럽""|""멘토""|""홍익멘토""|""소셜멘토""|""스승""|""진정선생""|""글로벌 리더 인성교육""|""인성교육""|""천공""|""성경""|""불경""|""진리""|""이치""|""맞다""|""세상""|""분별""|""무식하다""|""따라 간다""|""지식""|""갖추다""|""왜""|""따진다""|""시대""|""환경""|""인생""|""실패""|""보장""|""보상""|""부처""|""하느님""|""예수""|""공자""|""책임""",3486,0,0,0,https://i.ytimg.com/vi/ykYONkF_1FA/default.jpg,True,True,False,질문 : 지금 사회와 불교에서 보면 '삼계인과 개시타사'라는 말을 쓰고 있습니다. 모든 인과가 나의 이야기라고 합니다.강의 일자 : 2018.04.28 함양  / 정법시대 : 02-2272-1204구독하기 : https://www.youtube.com/jungbub2013?sub_confirmation=1홈페이지 : http://www.jungbub.com/정법강의 3.0 앱 다운로드센터 : http://app.jungbub.com/Help us caption & translate this video!https://amara.org/v/iXNR/,KR
29234,ykYONkF_1FA,18.15.05,[홍익인간 인성교육] 7385강 삼계인과 개시타사(三界因果 皆是他事),jungbub2013,25,2018-05-13T21:00:01.000Z,"정법|""정법강의""|""진정스승님""|""즉문즉설""|""천부경""|""정법시대""|""정법클럽""|""멘토""|""홍익멘토""|""소셜멘토""|""스승""|""진정선생""|""글로벌 리더 인성교육""|""인성교육""|""천공""|""성경""|""불경""|""진리""|""이치""|""맞다""|""세상""|""분별""|""무식하다""|""따라 간다""|""지식""|""갖추다""|""왜""|""따진다""|""시대""|""환경""|""인생""|""실패""|""보장""|""보상""|""부처""|""하느님""|""예수""|""공자""|""책임""",6950,0,0,0,https://i.ytimg.com/vi/ykYONkF_1FA/default.jpg,True,True,False,질문 : 지금 사회와 불교에서 보면 '삼계인과 개시타사'라는 말을 쓰고 있습니다. 모든 인과가 나의 이야기라고 합니다.강의 일자 : 2018.04.28 함양  / 정법시대 : 02-2272-1204구독하기 : https://www.youtube.com/jungbub2013?sub_confirmation=1홈페이지 : http://www.jungbub.com/정법강의 3.0 앱 다운로드센터 : http://app.jungbub.com/Help us caption & translate this video!https://amara.org/v/iXNR/,KR
29709,6VzdZV999oM,18.18.05,미국이 북한과 전쟁을 할 수 밖에 없는 이유,CFIP뉴스,25,2018-05-16T22:24:09.000Z,"cfip|""한국""|""북한""|""미국""|""중국""|""일본""|""러시아""|""한국뉴스""|""뉴스""|""국제뉴스""|""북한뉴스""|""김정은""|""트럼프""|""미국 북한 전쟁""|""김정은 트럼프""|""트럼프 김정은""|""평양""|""판문점""|""백악관""|""청와대""|""미북회담""|""북미회담""|""한국 NSA""|""문재인 김정은""|""김정은 문재인""|""김여정""|""김영철""|""미국 북한 공격""|""한미연합훈련""|""트럼프 문재인""|""김정은 시진핑""|""북한 비핵화""|""북한 핵포기""|""북한 핵사찰""|""노래왕""|""실검파""",61470,0,0,0,https://i.ytimg.com/vi/6VzdZV999oM/default.jpg,True,True,False,"매번 말을 바꾸는 북한..미국 핵 전문가들은 북한이 실제로 비핵화를 할 가능성을 15%로 보고 있다. 북한이 비핵화를 할 수 없다면, 미국과의 전쟁을 피할수 없을 것이다.영상출처: 채널 A 뉴스",KR
29912,6VzdZV999oM,18.19.05,미국이 북한과 전쟁을 할 수 밖에 없는 이유,CFIP뉴스,25,2018-05-16T22:24:09.000Z,"cfip|""한국""|""북한""|""미국""|""중국""|""일본""|""러시아""|""한국뉴스""|""뉴스""|""국제뉴스""|""북한뉴스""|""김정은""|""트럼프""|""미국 북한 전쟁""|""김정은 트럼프""|""트럼프 김정은""|""평양""|""판문점""|""백악관""|""청와대""|""미북회담""|""북미회담""|""한국 NSA""|""문재인 김정은""|""김정은 문재인""|""김여정""|""김영철""|""미국 북한 공격""|""한미연합훈련""|""트럼프 문재인""|""김정은 시진핑""|""북한 비핵화""|""북한 핵포기""|""북한 핵사찰""|""노래왕""|""실검파""",78382,0,0,0,https://i.ytimg.com/vi/6VzdZV999oM/default.jpg,True,True,False,"매번 말을 바꾸는 북한..미국 핵 전문가들은 북한이 실제로 비핵화를 할 가능성을 15%로 보고 있다. 북한이 비핵화를 할 수 없다면, 미국과의 전쟁을 피할수 없을 것이다.영상출처: 채널 A 뉴스",KR
30200,Po46TELkr6g,18.21.05,트럼프 전쟁 준비 시작!  모든 미국 전략자산들  한반도로 다시 모이기 시작,CFIP뉴스,25,2018-05-18T21:02:32.000Z,"cfip|""한국""|""북한""|""미국""|""중국""|""일본""|""러시아""|""한국뉴스""|""뉴스""|""국제뉴스""|""북한뉴스""|""김정은""|""트럼프""|""문재인""|""김여정""|""김영철""|""시진핑""|""임종석""|""김정은 트럼프""|""트럼프 김정은""|""미북회담""|""북미회담""|""미북정상회담""|""북미정상회담""|""미국 북한 전쟁""|""미국 전쟁""|""북한 트럼프""|""미국 김정은""|""북한 비핵화""|""북한 핵포기""|""북한 핵무장""|""한반도 비핵화""|""미국 북한 공격""|""평양""|""판문점""|""백악관""|""청와대""|""노래왕""|""실검파""",230529,0,0,0,https://i.ytimg.com/vi/Po46TELkr6g/default.jpg,True,True,False,트럼프 다시 모든 미국 전략자산들을 한반도로 집결시키고 있다.트럼프가 말했다. 만일 회담이 이뤄지지 않는다면 다음 단계로 간다고..영상출처: 채널 A 뉴스,KR
30320,Po46TELkr6g,18.21.05,트럼프 전쟁 준비 시작!  모든 미국 전략자산들  한반도로 다시 모이기 시작,CFIP뉴스,25,2018-05-18T21:02:32.000Z,"cfip|""한국""|""북한""|""미국""|""중국""|""일본""|""러시아""|""한국뉴스""|""뉴스""|""국제뉴스""|""북한뉴스""|""김정은""|""트럼프""|""문재인""|""김여정""|""김영철""|""시진핑""|""임종석""|""김정은 트럼프""|""트럼프 김정은""|""미북회담""|""북미회담""|""미북정상회담""|""북미정상회담""|""미국 북한 전쟁""|""미국 전쟁""|""북한 트럼프""|""미국 김정은""|""북한 비핵화""|""북한 핵포기""|""북한 핵무장""|""한반도 비핵화""|""미국 북한 공격""|""평양""|""판문점""|""백악관""|""청와대""|""노래왕""|""실검파""",230529,0,0,0,https://i.ytimg.com/vi/Po46TELkr6g/default.jpg,True,True,False,트럼프 다시 모든 미국 전략자산들을 한반도로 집결시키고 있다.트럼프가 말했다. 만일 회담이 이뤄지지 않는다면 다음 단계로 간다고..영상출처: 채널 A 뉴스,KR
30409,Po46TELkr6g,18.22.05,트럼프 전쟁 준비 시작!  모든 미국 전략자산들  한반도로 다시 모이기 시작,CFIP뉴스,25,2018-05-18T21:02:32.000Z,"cfip|""한국""|""북한""|""미국""|""중국""|""일본""|""러시아""|""한국뉴스""|""뉴스""|""국제뉴스""|""북한뉴스""|""김정은""|""트럼프""|""문재인""|""김여정""|""김영철""|""시진핑""|""임종석""|""김정은 트럼프""|""트럼프 김정은""|""미북회담""|""북미회담""|""미북정상회담""|""북미정상회담""|""미국 북한 전쟁""|""미국 전쟁""|""북한 트럼프""|""미국 김정은""|""북한 비핵화""|""북한 핵포기""|""북한 핵무장""|""한반도 비핵화""|""미국 북한 공격""|""평양""|""판문점""|""백악관""|""청와대""|""노래왕""|""실검파""",305256,0,0,0,https://i.ytimg.com/vi/Po46TELkr6g/default.jpg,True,True,False,트럼프 다시 모든 미국 전략자산들을 한반도로 집결시키고 있다.트럼프가 말했다. 만일 회담이 이뤄지지 않는다면 다음 단계로 간다고..영상출처: 채널 A 뉴스,KR
30590,d6PQfcrb0AE,18.23.05,남편 철구의 귀여운 질투ㅋㅋㅋㅋㅋ,외질혜 (OzilTube),23,2018-05-21T14:20:27.000Z,"철구|""BJ""|""BJ철구""|""아프리카철구""|""afreecaTV""|""아프리카TV""|""아프리카BJ""|""아프리카비제이""|""인터넷방송""|""인터넷방송BJ""|""엽기""|""코믹""|""꿀잼""|""레전드""|""철구레전드""|""철구지혜""|""지혜""|""외질혜""|""여캠""|""BJ외질혜""",162230,0,0,0,https://i.ytimg.com/vi/d6PQfcrb0AE/default.jpg,True,True,False,#철구 #지혜 #철구지혜 ▶구독+좋아요+공유! 앙♥외질띠지혜 유튜브 ▶ http://goo.gl/AYZPOl지혜 아프리카 ▶ http://Afreecatv.com/xwx1541지혜 인스타 ▶ http://goo.gl/xrWZmi철구 유튜브 ▶ http://goo.gl/ewip1K철구 아프리카 ▶ http://Afreecatv.com/y1026철구 페이스북 ▶ http://goo.gl/4DC1hG,KR
30613,utEcofR8zfA,18.23.05,빛나 유튜브 Bitna Youtube ♥  게스트 초대 (백합공주) 트랜스 젠더,빛나YouTube,22,2018-05-22T20:14:54.000Z,"빛나|""빛나 유튜브""|""bitna""|""bitna youtube""|""강아지""|""개""|""고양이""|""dog""|""cat""|""먹방""|""food""|""mukbang""|""실시간""|""스트리밍""|""스트리머""|""live""|""라이브""",16124,0,0,0,https://i.ytimg.com/vi/utEcofR8zfA/default.jpg,True,True,False,오늘도 빛나 라이브 스트리밍을 찾아와주신 구독자 및 시청자분들께 감사합니다.♥♥후원 방법♥1. 투네이션 링크  https://toon.at/donate/bnatv2. 계좌번호 KEB 하나은행 511-810121-75407 (English translation)Thanks for coming to my live streaming♥♥how to support me♥toonation link :  https://toon.at/donate/636303890120362860,KR
30817,d6PQfcrb0AE,18.24.05,남편 철구의 귀여운 질투ㅋㅋㅋㅋㅋ,외질혜 (OzilTube),23,2018-05-21T14:20:27.000Z,"철구|""BJ""|""BJ철구""|""아프리카철구""|""afreecaTV""|""아프리카TV""|""아프리카BJ""|""아프리카비제이""|""인터넷방송""|""인터넷방송BJ""|""엽기""|""코믹""|""꿀잼""|""레전드""|""철구레전드""|""철구지혜""|""지혜""|""외질혜""|""여캠""|""BJ외질혜""",205256,0,0,0,https://i.ytimg.com/vi/d6PQfcrb0AE/default.jpg,True,True,False,#철구 #지혜 #철구지혜 ▶구독+좋아요+공유! 앙♥외질띠지혜 유튜브 ▶ http://goo.gl/AYZPOl지혜 아프리카 ▶ http://Afreecatv.com/xwx1541지혜 인스타 ▶ http://goo.gl/xrWZmi철구 유튜브 ▶ http://goo.gl/ewip1K철구 아프리카 ▶ http://Afreecatv.com/y1026철구 페이스북 ▶ http://goo.gl/4DC1hG,KR
30925,BllUhGO9FMo,18.25.05,문재인과 김정은에게  제대로 물먹인 트럼프의 한방 트럼프 미북회담 취소의 결정적인 이유,CFIP뉴스,25,2018-05-24T19:32:20.000Z,"cfip|""한국""|""북한""|""미국""|""중국""|""일본""|""러시아""|""한국뉴스""|""뉴스""|""국제뉴스""|""북한뉴스""|""트럼프""|""김정은""|""트럼프 미북회담 취소""|""트럼프 회담 취소""|""트럼프 김정은""|""김정은 트럼프""|""문재인""|""김영철""|""김여정""|""시진핑""|""임종석""|""서훈""|""한국 북한 전쟁""|""미국 북한 전쟁""|""미국 북한 공격""|""북한 비핵화""|""북한 핵무기""|""북한 핵포기""|""북한 핵공격""|""한미군사훈련""|""트럼프의 경고""|""평양""|""백악관""|""청와대""|""판문점""|""트럼프 김정은 편지""|""트럼프 김정은 경고""|""미국 핵공격""|""볼턴""|""마이크 펜스""|""폼페이오""|""노래왕""|""킹먹방""",69333,0,0,0,https://i.ytimg.com/vi/BllUhGO9FMo/default.jpg,True,True,False,트럼프 시진핑과 김정은에게 선전포고!문재인의 위장 평화쇼 이젠 다 가짜라는 것을 다 안다.문재인 이젠 그만 가짜 웃음 지어라.. 영상출처: 채널 A 뉴스,KR
31073,BllUhGO9FMo,18.25.05,문재인과 김정은에게  제대로 물먹인 트럼프의 한방 트럼프 미북회담 취소의 결정적인 이유,CFIP뉴스,25,2018-05-24T19:32:20.000Z,"cfip|""한국""|""북한""|""미국""|""중국""|""일본""|""러시아""|""한국뉴스""|""뉴스""|""국제뉴스""|""북한뉴스""|""트럼프""|""김정은""|""트럼프 미북회담 취소""|""트럼프 회담 취소""|""트럼프 김정은""|""김정은 트럼프""|""문재인""|""김영철""|""김여정""|""시진핑""|""임종석""|""서훈""|""한국 북한 전쟁""|""미국 북한 전쟁""|""미국 북한 공격""|""북한 비핵화""|""북한 핵무기""|""북한 핵포기""|""북한 핵공격""|""한미군사훈련""|""트럼프의 경고""|""평양""|""백악관""|""청와대""|""판문점""|""트럼프 김정은 편지""|""트럼프 김정은 경고""|""미국 핵공격""|""볼턴""|""마이크 펜스""|""폼페이오""|""노래왕""|""킹먹방""",69333,0,0,0,https://i.ytimg.com/vi/BllUhGO9FMo/default.jpg,True,True,False,트럼프 시진핑과 김정은에게 선전포고!문재인의 위장 평화쇼 이젠 다 가짜라는 것을 다 안다.문재인 이젠 그만 가짜 웃음 지어라.. 영상출처: 채널 A 뉴스,KR
31165,cmYydJuaFIo,18.26.05,트럼프에게 김정은이 급히 꼬리를 내린  결정적 이유,CFIP뉴스,25,2018-05-25T23:05:30.000Z,"cfip|""한국""|""북한""|""미국""|""중국""|""일본""|""러시아""|""한국뉴스""|""뉴스""|""국제뉴스""|""북한뉴스""|""트럼프""|""문재인""|""김정은""|""시진핑""|""임종석""|""서훈""|""김여정""|""김영철""|""미북회담""|""북미회담""|""미북회담 재개""|""북미회담 재개""|""싱가포르 회담""|""평양""|""판문점""|""백악관""|""청와대""|""트럼프 김정은""|""김정은 트럼프""|""트럼프 북한""|""김정은 미국""|""트럼프 북한 공격""|""미국 북한 공격""|""미국 북한 핵공격""|""미국 북한 전쟁""|""북한 ICBM""|""북한 핵사찰""|""북한 핵무기""|""북한 핵포기""|""대북제재""|""김정은 항복""|""김정은 망명""|""노래왕""|""실검파""|""킹먹방""",96016,0,0,0,https://i.ytimg.com/vi/cmYydJuaFIo/default.jpg,True,True,False,트럼프에게 급히 꼬리를 내린 김정은..문재인 제발 좀 보고 배워라...웃지만 마시고..영상출처: 채널 A 뉴스,KR
31400,cmYydJuaFIo,18.27.05,트럼프에게 김정은이 급히 꼬리를 내린  결정적 이유,CFIP뉴스,25,2018-05-25T23:05:30.000Z,"cfip|""한국""|""북한""|""미국""|""중국""|""일본""|""러시아""|""한국뉴스""|""뉴스""|""국제뉴스""|""북한뉴스""|""트럼프""|""문재인""|""김정은""|""시진핑""|""임종석""|""서훈""|""김여정""|""김영철""|""미북회담""|""북미회담""|""미북회담 재개""|""북미회담 재개""|""싱가포르 회담""|""평양""|""판문점""|""백악관""|""청와대""|""트럼프 김정은""|""김정은 트럼프""|""트럼프 북한""|""김정은 미국""|""트럼프 북한 공격""|""미국 북한 공격""|""미국 북한 핵공격""|""미국 북한 전쟁""|""북한 ICBM""|""북한 핵사찰""|""북한 핵무기""|""북한 핵포기""|""대북제재""|""김정은 항복""|""김정은 망명""|""노래왕""|""실검파""|""킹먹방""",111223,0,0,0,https://i.ytimg.com/vi/cmYydJuaFIo/default.jpg,True,True,False,트럼프에게 급히 꼬리를 내린 김정은..문재인 제발 좀 보고 배워라...웃지만 마시고..영상출처: 채널 A 뉴스,KR
31627,OMthmcDP2tw,18.29.05,트럼프가 다른 카드를 꺼냈다. 폼페이오 대신 그가 북한에 보낸 사람은?,CFIP뉴스,25,2018-05-28T13:42:02.000Z,"cfip|""한국""|""북한""|""미국""|""중국""|""일본""|""러시아""|""한국뉴스""|""뉴스""|""국제뉴스""|""북한뉴스""|""김정은""|""트럼프""|""성 김 대사""|""폼페이오""|""시진핑""|""볼턴""|""마이크 펜스""|""최선희""|""김계관""|""임종석""|""김여정""|""김영철""|""서훈""|""김정은 트럼프""|""트럼프 김정은""|""미북회담""|""북미회담""|""북미정상회담""|""미북정상회담""|""싱가포르 정상회담""|""김정은 암살""|""김정은 암살 위험""|""김정은 미국""|""트럼프 북한""|""트럼프 북한 공격""|""판문각""|""판문점""|""통일각""|""평양""|""서울""|""백악관""|""청와대""|""김정은 비핵화""|""한반도 비핵화""|""미국 북한 전쟁""|""미국 북한 공격""|""한미군사훈련""|""미국 프론트 로딩""|""북한 핵사찰""|""북한 비핵화""|""대북 제재""|""노래왕""|""실검파""|""킹먹방""|""정규재TV""|""조갑제TV""",111027,0,0,0,https://i.ytimg.com/vi/OMthmcDP2tw/default.jpg,True,True,False,"판문점 통일각에서는 27일부터 29일까지 성 김 필리핀 주재 미국대사와 최선희가 만나 회담을 가진다. 정말 중요한 이 시점에서의 대화, 과연 김정은은 미국의 프론트 로딩을 받아들일까?영상출처: 채널 A 뉴스",KR
31837,OMthmcDP2tw,18.30.05,트럼프가 다른 카드를 꺼냈다. 폼페이오 대신 그가 북한에 보낸 사람은?,CFIP뉴스,25,2018-05-28T13:42:02.000Z,"cfip|""한국""|""북한""|""미국""|""중국""|""일본""|""러시아""|""한국뉴스""|""뉴스""|""국제뉴스""|""북한뉴스""|""김정은""|""트럼프""|""성 김 대사""|""폼페이오""|""시진핑""|""볼턴""|""마이크 펜스""|""최선희""|""김계관""|""임종석""|""김여정""|""김영철""|""서훈""|""김정은 트럼프""|""트럼프 김정은""|""미북회담""|""북미회담""|""북미정상회담""|""미북정상회담""|""싱가포르 정상회담""|""김정은 암살""|""김정은 암살 위험""|""김정은 미국""|""트럼프 북한""|""트럼프 북한 공격""|""판문각""|""판문점""|""통일각""|""평양""|""서울""|""백악관""|""청와대""|""김정은 비핵화""|""한반도 비핵화""|""미국 북한 전쟁""|""미국 북한 공격""|""한미군사훈련""|""미국 프론트 로딩""|""북한 핵사찰""|""북한 비핵화""|""대북 제재""|""노래왕""|""실검파""|""킹먹방""|""정규재TV""|""조갑제TV""",125215,0,0,0,https://i.ytimg.com/vi/OMthmcDP2tw/default.jpg,True,True,False,"판문점 통일각에서는 27일부터 29일까지 성 김 필리핀 주재 미국대사와 최선희가 만나 회담을 가진다. 정말 중요한 이 시점에서의 대화, 과연 김정은은 미국의 프론트 로딩을 받아들일까?영상출처: 채널 A 뉴스",KR
31840,Gnl4rXNXVgI,18.30.05,AOA 신곡 설현 〈 빙글뱅글 Bingle Bangle 〉 SeolHyun / 180528 yes24live_hall / 무영muyoung871,무영 MuYoung,10,2018-05-28T14:25:29.000Z,[none],227580,0,0,0,https://i.ytimg.com/vi/Gnl4rXNXVgI/default.jpg,True,True,False,AOA 에이오에이 빙글뱅글 Bingle Bangle 쇼케이스 yes24live hall.빙글뱅글 익스큐스미 사뿐사뿐 슈파듀파 히트 Bingle Bangle Excuse Me Like a Cat Super Duper HEAT.                                                                                                                ..                                                                                                                .걸그룹 댄스팀 축제 대동제 행사 공연 페스티벌 콘서트 버스킹 거리공연 신발프로젝트 윙카프로젝트 서울광장 동대문 강남 압구정 명동 인사동 홍대거리 지하도상가 로데오 KPOP 직캠 fancam 밀리오레 뉴타TV 뉴타티비 뉴타티브이 충무아트쇼 굿모닝시티,KR
32311,rYcVRfSyuVw,18.02.06,F-22 14대 배치! 잇따른 평화 무드에 제동을 건 해리 해리스 나는 동의하지 않는다,CFIP뉴스,25,2018-06-01T09:14:30.000Z,"cfip|""한국""|""북한""|""미국""|""중국""|""일본""|""러시아""|""한국뉴스""|""뉴스""|""국제뉴스""|""북한뉴스""|""트럼프""|""김정은""|""해리 해리스""|""미국 전략 자산""|""미국 전략 자산 한반도 배치""|""임종석""|""문재인""|""김여정""|""김영철""|""서훈""|""폼페이오""|""마이크 펜스""|""볼턴""|""주한 미국대사""|""북한 비핵화""|""북한 핵포기""|""북한 핵전쟁""|""미국 북한 전쟁""|""트럼프 김정은""|""김정은 트럼프""|""미북회담""|""북미회담""|""싱가포르 회담""|""미북정상회담""|""북미정상회담""|""트럼프 북한""|""김정은 미국""|""미국 북한 공격""|""미국 북한 핵공격""|""한미연합훈련""|""평양""|""백악관""|""청와대""|""판문점""|""노래왕""|""실검파""|""킹먹방""|""조갑제""|""정규재""|""뉴스타운""",77009,0,0,0,https://i.ytimg.com/vi/rYcVRfSyuVw/default.jpg,True,True,False,"김정은이 정권을 지키기 위해 핵 개발을 한다는 시각이 있지만, 나는 동의하지 않는다.나는 김정은이 하나의 공산 체제 아래 통일을 하려고 한다고 생각한다  해리 해리스 주한 미국대사영상출처: 채널 A 뉴스",KR
32450,w_A69IMX_80,18.03.06,재벌인줄 알고 결혼했다가 알고봤더니 개털이어서 이혼한 연예인,FUNNY News,24,2018-06-02T13:00:04.000Z,"재밌는|""신기한""|""놀라운""|""FUNEWS""|""미스테리""|""story""",787892,0,0,0,https://i.ytimg.com/vi/w_A69IMX_80/default.jpg,True,True,False,"영상이 재미있으셨다면 '구독하기'와 '좋아요' 한번씩 눌러주세요!댓글은 저에게 매우 큰힘이 된답니다! :D구독하기 ☞  https://goo.gl/wWcGCX-----------------------------------------------------------------------* 번역에 재능있으신 분들 자막 작업 부탁드립니다.( 영어, 일본어, 중국어, 스페인어 등 )https://www.youtube.com/timedtext_video?v=Intro 정보 :ΛIRWAV - Do U Remember? 0:34항상 재밌고 신선한 주제로 여러분께 찾아뵙도록 노력하는 채널이 되도록 열일중입니다!!시청료는 좋아요1개와 구독하기 버튼 꾸욱 입니다 ^_^따로 궁금하신 주제나 제보하실 사연이 있으시면 하기 주소로 제보해 주세요.사연 제보 : http://mediatekmcn.modoo.at/?link=8v28z0vt비즈니스 문의 : wognswotjr@gmail.com",KR
32587,rYcVRfSyuVw,18.03.06,F-22 14대 배치! 잇따른 평화 무드에 제동을 건 해리 해리스 나는 동의하지 않는다,CFIP뉴스,25,2018-06-01T09:14:30.000Z,"cfip|""한국""|""북한""|""미국""|""중국""|""일본""|""러시아""|""한국뉴스""|""뉴스""|""국제뉴스""|""북한뉴스""|""트럼프""|""김정은""|""해리 해리스""|""미국 전략 자산""|""미국 전략 자산 한반도 배치""|""임종석""|""문재인""|""김여정""|""김영철""|""서훈""|""폼페이오""|""마이크 펜스""|""볼턴""|""주한 미국대사""|""북한 비핵화""|""북한 핵포기""|""북한 핵전쟁""|""미국 북한 전쟁""|""트럼프 김정은""|""김정은 트럼프""|""미북회담""|""북미회담""|""싱가포르 회담""|""미북정상회담""|""북미정상회담""|""트럼프 북한""|""김정은 미국""|""미국 북한 공격""|""미국 북한 핵공격""|""한미연합훈련""|""평양""|""백악관""|""청와대""|""판문점""|""노래왕""|""실검파""|""킹먹방""|""조갑제""|""정규재""|""뉴스타운""",81956,0,0,0,https://i.ytimg.com/vi/rYcVRfSyuVw/default.jpg,True,True,False,"김정은이 정권을 지키기 위해 핵 개발을 한다는 시각이 있지만, 나는 동의하지 않는다.나는 김정은이 하나의 공산 체제 아래 통일을 하려고 한다고 생각한다  해리 해리스 주한 미국대사영상출처: 채널 A 뉴스",KR
32603,w_A69IMX_80,18.04.06,재벌인줄 알고 결혼했다가 이혼한 연예인,FUNNY News,24,2018-06-02T13:00:04.000Z,"재밌는|""신기한""|""놀라운""|""FUNEWS""|""미스테리""|""story""",1753584,0,0,0,https://i.ytimg.com/vi/w_A69IMX_80/default.jpg,True,True,False,"영상이 재미있으셨다면 '구독하기'와 '좋아요' 한번씩 눌러주세요!댓글은 저에게 매우 큰힘이 된답니다! :D구독하기 ☞  https://goo.gl/wWcGCX-----------------------------------------------------------------------* 번역에 재능있으신 분들 자막 작업 부탁드립니다.( 영어, 일본어, 중국어, 스페인어 등 )https://www.youtube.com/timedtext_video?v=Intro 정보 :ΛIRWAV - Do U Remember? 0:34항상 재밌고 신선한 주제로 여러분께 찾아뵙도록 노력하는 채널이 되도록 열일중입니다!!시청료는 좋아요1개와 구독하기 버튼 꾸욱 입니다 ^_^따로 궁금하신 주제나 제보하실 사연이 있으시면 하기 주소로 제보해 주세요.사연 제보 : http://mediatekmcn.modoo.at/?link=8v28z0vt비즈니스 문의 : wognswotjr@gmail.com",KR
32672,i0fkrpyshVA,18.04.06,애들은 가라 18禁 미치게 매운 카레 먹방 吃饭 Mukbang eating show 180602,프란,24,2018-06-02T12:44:20.000Z,[none],181536,0,0,0,https://i.ytimg.com/vi/i0fkrpyshVA/default.jpg,True,True,False,"Q. 몸매관리?A. 생활운동, 펌프(리듬게임),장운동 열심히 하고 있습니다.*비가 오는 날에, 날이 덥거나 추운 날에는 지하상가나 크고 작은 마트 안 장보거나 구경하다보면 날씨 영향 없이 걸을 수 있고 볼거리도 많아 지루하지 않아 좋아요.*부피가 나가는 옷 제외하고 손빨래합니다.*새벽에 운동장 산책하기.제가 가는 곳은 경비아저씨가 계십니다.*집안 해결사운전면허가 없는 저는 두 다리로 대전 구석구석 이동하며 집안일(어르신 심부름 등)을 해결합니다.*장운동은 집안 내력인 듯 합니다.https://www.instagram.com/bj_francescaQ&A https://www.youtube.com/channel/UC8kRUGUkq_sTGuKNR1l6Rrw/community?disable_polymer=1",KR
32749,w_A69IMX_80,18.04.06,재벌인줄 알고 결혼했다가 이혼한 연예인,FUNNY News,24,2018-06-02T13:00:04.000Z,"재밌는|""신기한""|""놀라운""|""FUNEWS""|""미스테리""|""story""",1753584,0,0,0,https://i.ytimg.com/vi/w_A69IMX_80/default.jpg,True,True,False,"영상이 재미있으셨다면 '구독하기'와 '좋아요' 한번씩 눌러주세요!댓글은 저에게 매우 큰힘이 된답니다! :D구독하기 ☞  https://goo.gl/wWcGCX-----------------------------------------------------------------------* 번역에 재능있으신 분들 자막 작업 부탁드립니다.( 영어, 일본어, 중국어, 스페인어 등 )https://www.youtube.com/timedtext_video?v=Intro 정보 :ΛIRWAV - Do U Remember? 0:34항상 재밌고 신선한 주제로 여러분께 찾아뵙도록 노력하는 채널이 되도록 열일중입니다!!시청료는 좋아요1개와 구독하기 버튼 꾸욱 입니다 ^_^따로 궁금하신 주제나 제보하실 사연이 있으시면 하기 주소로 제보해 주세요.사연 제보 : http://mediatekmcn.modoo.at/?link=8v28z0vt비즈니스 문의 : wognswotjr@gmail.com",KR
33038,bLqPJnQT5G8,18.06.06,트럼프가 놀랐다 김정은이 김영철을 통해 트럼프에게 요청한 것,CFIP뉴스,25,2018-06-05T11:58:50.000Z,"cfip|""한국""|""북한""|""미국""|""중국""|""일본""|""러시아""|""한국뉴스""|""뉴스""|""국제뉴스""|""북한뉴스""|""트럼프""|""김정은""|""시진핑""|""문재인""|""푸틴""|""김여정""|""김영철""|""리선권""|""임종석""|""서훈""|""볼턴""|""폼페이오""|""메티스""|""마이크 펜스""|""백악관""|""평양""|""서울""|""청와대""|""판문점""|""싱가포르""|""미북회담""|""북미회담""|""북한 카지노""|""북한 원산""|""북한 비핵화""|""북한 핵포기""|""북한 핵무기""|""북한 미국 전쟁""|""트럼프 북한 카지노""|""트럼프 원산""|""북한 카지노 개발""|""대북제재""|""트럼프 북한 공격""|""원산 관광 개발""|""노래왕""|""킹먹방""|""실검파""|""뉴스타운""|""조갑제""|""정규재""",64248,0,0,0,https://i.ytimg.com/vi/bLqPJnQT5G8/default.jpg,True,True,False,김정은이 트럼프에게 한 요청.트럼프가 너무나 잘 아는 분야를 요청한 것.. 계획적일까?영상출처: 채널 A 뉴스,KR
